description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
租-水湳逢甲旁中港長鴻優質辦公室,台中市西屯區河南路二段,西屯區,河南路二段,辦公,8,2,44.49,0.0,0.0,0.0,3,13,53734.0
微笑城市8米面寬店面適文武百市學校旁,台中市南屯區嶺東南路,南屯區,嶺東南路,店面,7,1,39.69,0.0,0.0,0.0,1,15,60000.0
國泰MEGA+黃金角間店面,台中市北屯區南興一路,北屯區,南興一路,店面,6,1,39.81,0.0,0.0,0.0,1,1,63630.0
A件v•櫻花活力水岸•十期全新挑高金店面+平車位,台中市北屯區祥順東路二段,北屯區,祥順東路二段,店面,6,1,43.73,0.0,0.0,0.0,1,13,36000.0
登陽穗悅1+2樓店面,台中市北屯區松竹路一段,北屯區,松竹路一段,店面,6,1,44.1,0.0,0.0,0.0,1,15,41473.0
興大男宿旁全新整理三角窗透天可店面,台中市南區興大路,南區,興大路,店面,3,1,41.6,0.0,0.0,0.0,1,3,32000.0
五期大業國中旁1+2樓室內38坪金店面,台中市南屯區大業路,南屯區,大業路,店面,7,1,45.21,0.0,0.0,0.0,1,19,60060.0
G7正捷運旁勝美上境店面雙車位,台中市北屯區文心路四段,北屯區,文心路四段,店面,6,1,43.45,0.0,0.0,0.0,1,24,90000.0
西區草悟道1+2F透店面適文創市集咖啡廳輕食,台中市西區向上北路,西區,向上北路,店面,5,1,36.0,0.0,0.0,0.0,1,5,74600.0
向心南路精緻角間店面,台中市南屯區向心南路,南屯區,向心南路,店面,7,1,40.31,0.0,0.0,0.0,1,4,91200.0
正逢甲商圈臨路黃金店面,台中市西屯區福星路,西屯區,福星路,店面,8,1,33.67,0.0,0.0,0.0,1,3,70000.0
嶺東全新店面出租,台中市南屯區春安二街,南屯區,春安二街,店面,7,1,40.0,0.0,0.0,0.0,1,13,35000.0
文心南路店面辦公住家金店面(樹義國小/三鐵共構),台中市南區文心南路,南區,文心南路,店面,3,1,39.69,0.0,0.0,0.0,1,17,27984.0
勝麗方程市角間金店面2(租),台中市北屯區敦富路,北屯區,敦富路,店面,6,1,25.69,0.0,0.0,0.0,1,15,58000.0
近水湳一＆二樓店面,台中市西屯區華美西街二段,西屯區,華美西街二段,店面,8,1,39.16,0.0,0.0,0.0,1,14,26665.0
一中翁記旁大面寬熱鬧金店面,台中市北區太平路,北區,太平路,店面,2,1,43.39,0.0,0.0,0.0,1,6,88000.0
正三民路◆角間顯眼透店◆文武百市◆宜婚紗攝影,台中市中區三民路二段,中區,三民路二段,店面,1,1,46.0,0.0,0.0,0.0,1,2,53800.0
住店合一【2房+門前騎樓停車】,台中市南屯區嶺東路,南屯區,嶺東路,店面,7,1,48.35,0.0,0.0,0.0,1,3,40000.0
五期賺錢金店面,台中市西屯區大墩二十街,西屯區,大墩二十街,店面,8,1,20.36,0.0,0.0,0.0,1,6,45000.0
中清民權視野高樓層美商辦 台中收租找友哥,台中市北區忠明路,北區,忠明路,辦公,2,2,44.0,0.0,0.0,0.0,9,20,22000.0
A件V•崇德榕園-三角公園•1～3樓透天店面,台中市北區北興街,北區,北興街,店面,2,1,42.0,0.0,0.0,0.0,1,3,33000.0
精銳IN未來12單元朝南精品大空間店面,台中市北屯區松竹五路一段,北屯區,松竹五路一段,店面,6,1,32.0,0.0,0.0,0.0,1,14,50000.0
正台中路面全聯金店,台中市東區台中路,東區,台中路,店面,4,1,32.65,0.0,0.0,0.0,1,4,28000.0
獨家勝美極美6米大面寬1+2店面（租）,台中市南屯區寶山東二街,南屯區,寶山東二街,店面,7,1,18.93,0.0,0.0,0.0,1,12,55960.0
1樓金店面出租1樓25坪有地下室10坪可餐飲談,台中市北區中清路一段,北區,中清路一段,店面,2,1,35.0,0.0,0.0,0.0,1,4,28000.0
YC【南區全新大面寬(雙店面)便宜出租(可分租)】,台中市南區高工路,南區,高工路,店面,3,1,34.0,0.0,0.0,0.0,1,1,79999.0
天津路二段 黃金三角窗一樓店面可餐飲租金含稅可談,台中市北區天津路二段,北區,天津路二段,店面,2,1,38.0,0.0,0.0,0.0,1,6,70000.0
崇德昌平大面寬質感美店面,台中市北屯區大連路二段,北屯區,大連路二段,店面,6,1,33.0,0.0,0.0,0.0,1,14,42000.0
&lt;台中小漳&gt;大墩商圈文心森林九米寬賺錢雙店面近捷運,台中市南屯區大昌街,南屯區,大昌街,店面,7,1,31.0,0.0,0.0,0.0,1,9,43000.0
民權路透店（整棟出租）,台中市中區民權路,中區,民權路,店面,1,1,29.99,0.0,0.0,0.0,1,2,55000.0
北屯區太順路挑高美店面,台中市北屯區太順路,北屯區,太順路,店面,6,1,33.0,0.0,0.0,0.0,1,1,39000.0
舊社公園捷運站松竹1+2F金店面 飲料店可,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,30.14,0.0,0.0,0.0,1,3,38000.0
全新角尖樓店1+2樓含管平車,台中市北屯區敦富路,北屯區,敦富路,店面,6,1,42.0,0.0,0.0,0.0,1,2,50000.0
正五權西路黃金店面,台中市西區五權西路一段,西區,五權西路一段,店面,5,1,36.51,0.0,0.0,0.0,1,2,35000.0
中清路文心中清捷運G7雙店面~專租店面張景勝最謹慎,台中市北區中清路一段,北區,中清路一段,店面,2,1,35.5,0.0,0.0,0.0,1,4,50000.0
勤美綠園道模範社區角店一樓3房三房住店~張景勝謹慎,台中市西區模範街,西區,模範街,店面,5,1,31.39,0.0,0.0,0.0,1,5,30000.0
全新挑高~國泰Mega稀有三角窗店面賺錢金雞母,台中市北屯區南興一路,北屯區,南興一路,店面,6,1,31.8,0.0,0.0,0.0,1,15,66000.0
崇德路熱鬧金店面稀少釋出,台中市北區崇德路一段,北區,崇德路一段,店面,2,1,32.68,0.0,0.0,0.0,1,8,30000.0
南區復興路9米大面寬全新店面生意好做,台中市南區復興路二段,南區,復興路二段,店面,3,1,34.08,0.0,0.0,0.0,1,15,81227.0
ⒽⒽ❧南區高工ⓃⒺⓌ單層樓店面Ⓑ,台中市南區高工路,南區,高工路,店面,3,1,32.0,0.0,0.0,0.0,1,4,45000.0
♡忠明南路♡稀有黃金透店✔整棟翻新免整理✔好規劃,台中市西區忠明南路,西區,忠明南路,店面,5,1,35.51,1.0,0.0,1.0,1,3,48000.0
【宋品潔】大墩南路稀有角間二樓店面,台中市南屯區大墩南路,南屯區,大墩南路,店面,7,1,40.0,0.0,0.0,0.0,2,4,60000.0
豐謙蜜之地樓店,台中市北屯區南興路,北屯區,南興路,店面,6,1,35.31,0.0,0.0,0.0,1,2,61732.0
妘妘推薦*軍功東山商圈店面,台中市北屯區祥順東路二段,北屯區,祥順東路二段,店面,6,1,34.32,0.0,2.0,2.0,1,13,40630.0
妘妘推薦*櫻花1+2樓店面,台中市北屯區祥順東路二段,北屯區,祥順東路二段,店面,6,1,34.0,0.0,2.0,2.0,1,13,40631.0
約七米大面寬角間店面,台中市北區天祥街,北區,天祥街,店面,2,1,43.84,0.0,0.0,0.0,1,5,35000.0
市政南二路靜巷活路透店,台中市南屯區市政南二路,南屯區,市政南二路,店面,7,1,33.49,0.0,0.0,0.0,2,2,42000.0
勤美誠品草悟道零售店面雙平車~專租店面張景勝最謹慎,台中市西區向上北路,西區,向上北路,店面,5,1,37.96,0.0,0.0,0.0,1,6,51800.0
中華商圈 透天店面 歡迎洽詢,台中市北區精武路,北區,精武路,店面,2,1,40.0,0.0,0.0,0.0,1,4,30000.0
⭕精銳IN未來12單元朝南精品大空間店面,台中市北屯區松竹五路一段,北屯區,松竹五路一段,店面,6,1,32.09,0.0,0.0,0.0,1,14,50000.0
瑞聯金店面出租,台中市西屯區福聯街,西屯區,福聯街,店面,8,1,33.86,0.0,0.0,0.0,1,13,17438.0
✨正三民路✨順向角間顯眼透店文武百市,台中市中區三民路二段,中區,三民路二段,店面,1,1,34.09,0.0,0.0,0.0,1,2,53800.0
五期東興路店面可飲料咖啡輕食~專租店面張景勝最謹慎,台中市南屯區東興路三段,南屯區,東興路三段,店面,7,1,33.76,0.0,0.0,0.0,1,14,44026.0
黃金三角窗店面,台中市西屯區逢甲路,西屯區,逢甲路,店面,8,1,42.0,0.0,0.0,0.0,2,2,26000.0
正20米路店面12樓出租 需公證(不吃的、洗衣店),台中市北屯區景賢路,北屯區,景賢路,店面,6,1,40.0,0.0,0.0,0.0,1,4,65000.0
【北屯區】A件W•大坑情人橋•1 ~ 2樓店,台中市北屯區景賢路,北屯區,景賢路,店面,6,1,25.0,0.0,0.0,0.0,1,14,38000.0
逢甲夜市便當街熱鬧金店,台中市西屯區逢甲路,西屯區,逢甲路,店面,8,1,27.9,0.0,0.0,0.0,1,6,78000.0
子全家旁臨路店面,台中市北屯區子路,北屯區,子路,店面,6,1,25.09,0.0,0.0,0.0,1,1,58000.0
✨正三民路✨順向角間顯眼透店文武百市(商業區),台中市中區三民路二段,中區,三民路二段,店面,1,1,35.0,0.0,0.0,0.0,1,2,53800.0
北屯金賺錢臨路5米面寬黃金店面（禁油煙,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,26.0,0.0,0.0,0.0,1,2,47000.0
黃金時代正東興路吃市店面~專租店面張景勝最謹慎,台中市南屯區東興路三段,南屯區,東興路三段,店面,7,1,28.2,0.0,0.0,0.0,1,12,42000.0
五期黃金時代正東興路吃市店面~專租店面張景勝最謹慎,台中市南屯區東興路三段,南屯區,東興路三段,店面,7,1,28.2,0.0,0.0,0.0,1,14,42000.0
黎明商圈金店面@1+2樓 歡迎來電詢問,台中市南屯區黎明東街,南屯區,黎明東街,店面,7,1,30.0,0.0,0.0,0.0,1,9,42000.0
十三期前後臨路文武百市大地坪的鑽石透店,台中市南區西川一路,南區,西川一路,店面,3,1,27.69,0.0,0.0,0.0,1,5,40000.0
近中國醫商圈稀有優質店面,台中市北區光大街,北區,光大街,店面,2,1,29.64,0.0,0.0,0.0,1,5,36000.0
太原北路大面寬店面,台中市北區太原北路,北區,太原北路,店面,2,1,25.89,0.0,0.0,0.0,1,5,28500.0
十期廍子重劃區商辦,台中市北屯區景賢路,北屯區,景賢路,辦公,6,2,26.0,0.0,0.0,0.0,2,4,32000.0
中科丨大型連鎖集散地丨１＋２樓美店鋪【房仲一號院】,台中市西屯區福雅路,西屯區,福雅路,店面,8,1,25.94,0.0,0.0,0.0,1,4,29000.0
@北屯市中心超大空間可營登超優質店面,台中市北屯區安順東十街,北屯區,安順東十街,店面,6,1,24.09,0.0,0.0,0.0,1,1,90000.0
北區民權路 三角窗一樓店面,台中市北區民權路,北區,民權路,店面,2,1,25.0,0.0,0.0,0.0,1,2,30000.0
一中商圈燙金店面,台中市北區育才北路,北區,育才北路,店面,2,1,20.49,0.0,0.0,0.0,1,4,95000.0
大坑臨約２０米路店面,台中市北屯區子路,北屯區,子路,店面,6,1,22.65,0.0,0.0,0.0,1,2,40000.0
近崇德文心捷運站店面小住家合一,台中市北屯區文昌三街,北屯區,文昌三街,店面,6,1,25.0,0.0,0.0,0.0,1,14,49000.0
忠勇商圈✨✨１+２樓金店面住家,台中市南屯區寶山東二街,南屯區,寶山東二街,店面,7,1,25.0,0.0,0.0,0.0,1,12,50000.0
北屯好市多大面寬挑高金店面,台中市北屯區敦富路,北屯區,敦富路,店面,6,1,25.0,0.0,0.0,0.0,1,1,51000.0
近崇德路１樓店面,台中市北屯區漢口路五段,北屯區,漢口路五段,店面,6,1,23.53,0.0,0.0,0.0,1,3,35000.0
青海西屯漢口黃金店面(不可餐飲),台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,23.0,0.0,0.0,0.0,1,4,27000.0
辦公透天大兩房,台中市南區工學路,南區,工學路,辦公,3,2,18.0,2.0,1.0,1.0,4,5,25000.0
水湳市場9.3米面寬店面(租),台中市北屯區華美西街二段,北屯區,華美西街二段,店面,6,1,23.73,0.0,0.0,0.0,1,1,25000.0
第五市場店住合一,台中市西區自立街,西區,自立街,店面,5,1,20.94,0.0,0.0,0.0,1,3,35000.0
機捷特區達麗居山黃金店面,台中市北屯區敦富二街,北屯區,敦富二街,店面,6,1,17.79,0.0,0.0,0.0,1,15,50000.0
"面三井outlet角店~謝絕油煙, 檳榔攤,娃娃機",台中市東區振興路,東區,振興路,店面,4,1,22.0,0.0,0.0,0.0,1,2,38000.0
14期旁崇德金店面 台中收租找友哥,台中市北屯區河北西街,北屯區,河北西街,店面,6,1,20.0,0.0,0.0,0.0,1,4,38000.0
嶺東忠勇商圈店面,台中市南屯區寶山東一街,南屯區,寶山東一街,店面,7,1,13.22,0.0,0.0,0.0,1,12,25742.0
北興街大面寬樓店,台中市北區北興街,北區,北興街,店面,2,1,22.1,0.0,0.0,0.0,1,5,20000.0
鉅虹挑高金店面北平商圈人潮多多,台中市北屯區文昌三街,北屯區,文昌三街,店面,6,1,20.9,0.0,0.0,0.0,1,14,47800.0
【賴賴】我承辦❤️學士會館高樓視野宅大套房~有廚房,台中市北區進化北路,北區,進化北路,辦公,2,2,20.0,1.0,1.0,1.0,13,18,19500.0
&lt;小漳&gt;雙店面公司♥️工作室會議室♥️倉儲網拍美容,台中市西區建國北路三段,西區,建國北路三段,店面,5,1,18.3,0.0,0.0,0.0,1,10,27500.0
(租)中臺科大.臨路20米.10米面寬金店面,台中市北屯區?子路,北屯區,?子路,店面,6,1,10.93,0.0,0.0,0.0,1,2,40000.0
【租】興大㊣學府路全新1+2樓金店出租,台中市南區學府路,南區,學府路,店面,3,1,22.14,0.0,0.0,0.0,1,7,48000.0
中華夜市金地段店面,台中市中區中華路一段,中區,中華路一段,店面,1,1,26.19,0.0,0.0,0.0,1,10,28000.0
大仁哥［第五市場6米大面寬熱鬧賺錢金店面］,台中市西區自立街,西區,自立街,店面,5,1,22.0,0.0,0.0,0.0,1,4,35000.0
台中火車站吃市黃金店面~可做餐飲,台中市中區建國路,中區,建國路,店面,1,1,20.0,0.0,0.0,0.0,1,1,80000.0
車水馬龍正一中街一樓金店面出租/獨家釋出,台中市北區一中街,北區,一中街,店面,2,1,15.0,0.0,0.0,0.0,1,4,32000.0
瀋陽路店面(近昌平路)一樓店面出租(門前可停車),台中市北屯區瀋陽路三段,北屯區,瀋陽路三段,店面,6,1,18.0,0.0,0.0,0.0,1,5,20000.0
台灣大道青海商圈一樓金店面,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,18.96,0.0,0.0,0.0,1,4,26000.0
華美漢口西屯4米金店面,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,15.68,0.0,0.0,0.0,1,4,35000.0
美村三民西路店面,台中市南區三民西路,南區,三民西路,店面,3,1,17.0,0.0,0.0,0.0,1,15,23500.0
大義街大面寬招財店面,台中市北區大義街,北區,大義街,店面,2,1,17.36,0.0,0.0,0.0,1,3,25000.0
人潮絡繹不絕～中友百貨旁～吃市1樓店面,台中市北區三民路三段,北區,三民路三段,店面,2,1,20.0,0.0,0.0,0.0,1,1,30000.0
東區靜巷平房+夾層適合工作室網拍倉儲使用,台中市東區十甲北街,東區,十甲北街,辦公,4,2,20.0,0.0,0.0,0.0,1,1,15000.0
東區.全新整理❗❗❗漂亮店面✨,台中市東區南京路,東區,南京路,店面,4,1,20.0,0.0,0.0,0.0,1,1,38000.0
(丹尼斯嚴選)昇平街大面寬樓店,台中市西區昇平街,西區,昇平街,店面,5,1,16.0,0.0,0.0,0.0,1,5,48000.0
西屯路三段熱鬧金店面,台中市西屯區西屯路三段,西屯區,西屯路三段,店面,8,1,17.51,0.0,0.0,0.0,1,5,60000.0
黃金樓店南屯好市多禁重油煙業,台中市南屯區大墩六街,南屯區,大墩六街,店面,7,1,15.0,0.0,0.0,0.0,1,15,30000.0
正一中街二樓店面/適美髮沙龍工作室,台中市北區一中街,北區,一中街,店面,2,1,15.0,0.0,0.0,0.0,2,4,26000.0
文心&amp;崇德辦公大樓~洽陳小姐,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,14.0,0.0,0.0,0.0,4,5,13500.0
近中國醫，適合辦公室，純一樓店面，樓上獨立出入口,台中市北區育德路,北區,育德路,店面,2,1,15.0,0.0,0.0,0.0,1,4,22000.0
西屯漢口商圈熱鬧金店面 不可餐飲,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,16.0,0.0,0.0,0.0,1,4,35000.0
一中商圈雙面臨路邊間金店面,台中市北區三民路三段,北區,三民路三段,店面,2,1,15.0,0.0,0.0,0.0,1,5,30000.0
近綠園道稀有6米大面寬可營登金店面,台中市北區國強街,北區,國強街,店面,2,1,15.36,0.0,0.0,0.0,1,7,22000.0
可餐飲逢甲福星路醒目店面,台中市西屯區福星路,西屯區,福星路,店面,8,1,13.0,0.0,0.0,0.0,1,4,58000.0
正中清路~天津/漢口商圈金店面,台中市北區中清路一段,北區,中清路一段,店面,2,1,14.33,0.0,0.0,0.0,1,4,32000.0
近台中轉運站賺錢金店面,台中市中區雙十路一段,中區,雙十路一段,店面,1,1,13.0,0.0,0.0,0.0,1,1,31000.0
伊琳＠正文心路-南屯捷運站店面附1平車文心森林公園,台中市南屯區文心路一段,南屯區,文心路一段,店面,7,1,12.0,0.0,0.0,0.0,1,14,35000.0
公園路黃金店面,台中市中區公園路,中區,公園路,店面,1,1,7.34,0.0,0.0,0.0,1,11,38000.0
分租美甲美髮美睫 店面,台中市南區大忠南街,南區,大忠南街,店面,3,1,8.0,0.0,0.0,0.0,1,9,7800.0
中清五權商業辦公室 歡迎各大公司駐點,台中市北區中清路一段,北區,中清路一段,辦公,2,2,12.0,0.0,0.0,0.0,5,18,13000.0
租昌平路一段商辦大樓2,台中市北屯區昌平路一段,北屯區,昌平路一段,辦公,6,2,8.88,0.0,0.0,0.0,5,14,6500.0
⭐️洛克斐勒商辦多間可選適合個人小型工作室,台中市北屯區崇德路一段,北屯區,崇德路一段,辦公,6,2,6.95,0.0,1.0,0.0,6,22,13600.0
精明商圈1樓黃金店面出租~讚,台中市西區精明二街,西區,精明二街,店面,5,1,15.0,0.0,0.0,0.0,1,4,18000.0
逢甲店面-文華路熱鬧區段,台中市西屯區文華路,西屯區,文華路,店面,8,1,6.0,0.0,0.0,0.0,1,1,30000.0
綠線捷運旁台灣大道複合式商辦(設有直播室 會議室),台中市西區台灣大道二段,西區,台灣大道二段,辦公,5,2,6.0,0.0,0.0,0.0,18,18,15000.0
中清路複合式全新工作室視野美商辦 台中收租找友哥,台中市北區中清路一段,北區,中清路一段,辦公,2,2,6.0,0.0,0.0,0.0,7,18,9000.0
益民商圈錦南街店面A,台中市北區錦南街,北區,錦南街,店面,2,1,11.71,0.0,0.0,0.0,1,5,40000.0
華中街育德園道店面,台中市北區華中街,北區,華中街,店面,2,1,11.11,0.0,0.0,0.0,1,5,23000.0
分租美甲美睫美髮樓店,台中市西區大忠南街,西區,大忠南街,店面,5,1,8.0,0.0,0.0,0.0,1,2,7800.0
★★★★忠明商務可營登★★★★,台中市西區忠明南路,西區,忠明南路,辦公,5,2,10.0,0.0,0.0,0.0,3,5,11000.0
黃金店面✅三角窗✅全新完工✅營登✅禁餐飲✅門前停車,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,42.0,0.0,0.0,0.0,1,1,39999.0
北屯市場店面,台中市北屯區進化北路,北屯區,進化北路,店面,6,1,4.24,1.0,0.0,0.0,1,2,10000.0
聯合共享辦公室~~多間可選~~,台中市北區忠明路,北區,忠明路,辦公,2,2,3.0,0.0,0.0,0.0,7,13,18000.0
正公益路上金賺錢1F店面,台中市西區公益路,西區,公益路,店面,5,1,30.0,0.0,0.0,0.0,1,3,60000.0
74號道旁商辦大樓層出租,台中市東區自由路四段,東區,自由路四段,辦公,4,2,130.0,0.0,0.0,0.0,5,9,65900.0
⚡西區⚡店面⚡行業不限,台中市西區三民路一段,西區,三民路一段,店面,5,1,20.0,0.0,0.0,0.0,1,20,18000.0
黃金店面✅營登✅人車流量超級大,台中市北屯區大連路二段,北屯區,大連路二段,店面,6,1,33.0,0.0,0.0,0.0,1,1,36999.0
全新完工黃金店面✅禁油煙✅營登✅雙平車✅適醫美診所,台中市北屯區松安街,北屯區,松安街,店面,6,1,52.0,0.0,0.0,0.0,1,1,97999.0
⚡西區⚡店面⚡禁止重油煙⚡挑高六米,台中市西區大新街,西區,大新街,店面,5,1,29.0,0.0,0.0,0.0,1,6,50000.0
黃金店面✅台電✅工作室✅禁餐飲✅營登✅車流量極高,台中市北區南京東路二段,北區,南京東路二段,店面,2,1,26.0,0.0,0.0,0.0,1,1,19000.0
黃金店面✅營登✅騎樓可用✅台電✅禁重油煙,台中市西屯區漢口路二段,西屯區,漢口路二段,店面,8,1,42.0,0.0,0.0,0.0,1,1,35999.0
