addr,district,road,description,area,room,bath,dinning,obj_type,which_floor,total_floor,mgnt_fee,rent_fee
台中市西區梅川西路二段,西區,梅川西路二段,美視野奇摩市3房附機械車位,38.0,3.0,2.0,2.0,整層住家,20,26,"2,564元/月",22000.0
台中市西屯區河南路二段,西屯區,河南路二段,西屯區>獨曬💭光線佳,8.0,1.0,1.0,0.0,獨立套房,3,6,,7000.0
台中市北區梅川西路三段,北區,梅川西路三段,賴庴國小高樓層大坪數4房車位,43.0,4.0,2.0,2.0,整層住家,9,12,,35000.0
台中市西屯區逢明街29巷,西屯區,逢明街,✨MY逢甲✨大一房有浴缸回家就是放鬆❤,13.0,1.0,1.0,1.0,整層住家,3,12,"2,000元/月",25000.0
台中市西屯區國安一路,西屯區,國安一路,米平方【新杜拜】溫馨漂亮大兩房，機上車位,30.0,2.0,1.0,2.0,整層住家,7,24,"2,300元/月",25000.0
台中市東區精武路,東區,精武路,❣簡約舒適❣小資首選❤近秀泰一中❤,8.0,1.0,1.0,0.0,獨立套房,5,5,,6300.0
台中市北屯區后庄北路177巷,北屯區,后庄北路,★絕美裝潢★一房一廳★獨洗陽台★流理台,12.0,1.0,1.0,0.0,獨立套房,2,8,"1,001元/月",10999.0
台中市西屯區漢口路二段,西屯區,漢口路二段,🍎🍎漢口路熱鬧商圈一樓賺錢金店面,34.0,0.0,0.0,0.0,店面,1,4,無,32000.0
台中市北區健行路,北區,健行路,超新●可報稅租屋補助●電梯陽台獨洗,12.0,1.0,1.0,0.0,獨立套房,3,7,"2,000元/月",8999.0
台中市西區中港路二段186號,西區,中港路二段,達觀商務中心中港中心個人辦公座位出租,5.0,0.0,0.0,0.0,辦公,20,29,500元/月,3500.0
台中市西區臺灣大道二段186號,西區,臺灣大道二段,達觀商務中心中港中心辦公室出租,10.0,0.0,0.0,0.0,辦公,20,26,1001元/月,6999.0
台中市南屯區嶺東路,南屯區,嶺東路,☆南屯精科☆門前停車臨路店住,57.52,3.0,3.0,1.0,整層住家,1,3,無,40000.0
台中市北屯區景賢二路,北屯區,景賢二路,一房一廳❣含平車❣廚房❣舒適大空間,35.24,1.0,1.0,1.0,整層住家,9,10,,22000.0
台中市西區台灣大道二段186號,西區,台灣大道二段,營業登記最低600,2.0,0.0,0.0,0.0,辦公,20,26,500元/月,1000.0
台中市西屯區逢大路,西屯區,逢大路,逢甲大學3大房平車廚房客餐廳家具電齊全,40.5,3.0,2.0,2.0,整層住家,12,15,"2,000元/月",25000.0
台中市北區三民路三段,北區,三民路三段,🔥全新可貓🌟陽台獨洗曬🌟採光機能好,9.0,1.0,1.0,0.0,獨立套房,5,6,"1,200元/月",10300.0
台中市北區太原八街,北區,太原八街,秒殺大空間★獨洗陽台★室內機車★衛浴開窗,14.0,1.0,1.0,0.0,獨立套房,4,5,"1,001元/月",10999.0
台中市西屯區國安二路,西屯區,國安二路,✨W時代✨舒適兩房平車❤國聚領袖中科❤,28.0,2.0,2.0,2.0,整層住家,14,22,"3,000元/月",28000.0
台中市西屯區國安二路,西屯區,國安二路,★正一房一廳★可報稅補助戶籍★家電全配,20.0,1.0,1.0,1.0,整層住家,6,12,"1,000元/月",19700.0
台中市西屯區何厝東二街103號,西屯區,何厝東二街,近逢甲三房附機械車道平面車位!喜歡能談,26.0,3.0,1.0,2.0,整層住家,6,8,,25000.0
台中市西區大全街,西區,大全街,西區🚶‍♂️套房多間可選,8.0,1.0,1.0,0.0,分租套房,2,5,,8500.0
台中市北屯區綏遠路二段,北屯區,綏遠路二段,🌟正一房廳🌟百里最強裝潢🌟乾濕分離,15.0,1.0,1.0,0.0,獨立套房,5,7,"2,000元/月",16500.0
台中市北區成功路,北區,成功路,可貓🔥可租補🔥電梯🔥流理臺,10.0,1.0,1.0,0.0,獨立套房,3,6,,11500.0
台中市東區樂業南路,東區,樂業南路,建國市場🔥3房高樓視野🔥雙車位,41.0,3.0,2.0,1.0,整層住家,9,15,,32000.0
台中市北區永興街298巷,北區,永興街,🌈超省台水電🌟養寵照過來🌟採光陽台,9.0,1.0,1.0,0.0,獨立套房,3,5,"1,200元/月",9800.0
台中市北屯區南興路,北屯區,南興路,里長伯🔥租賃好案｜機捷視野三房｜需傢俱,26.0,3.0,2.0,2.0,整層住家,9,15,,30000.0
台中市西屯區福誠路,西屯區,福誠路,全新建案★飯店管理★車位★廚房★高樓景觀,20.0,1.0,1.0,0.0,獨立套房,11,12,"2,701元/月",37999.0
台中市西屯區至善路,西屯區,至善路,台水電⭐電梯管理員⭐採光佳⭐汽機車好停⭐,10.12,1.0,1.0,0.0,獨立套房,4,7,"1,233元/月",6000.0
台中市南區忠明南路,南區,忠明南路,❤獨洗陽台❤台電❤電梯套房❤附高檔家電❤,10.0,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",8999.0
台中市西屯區福科路526巷1號,西屯區,福科路,🌐國聚之悅🌐兩房平車/中科商圈,25.0,2.0,2.0,2.0,整層住家,5,14,"3,605元/月",32000.0
台中市西屯區福上巷,西屯區,福上巷,🔥電梯🔥子母車🔥共洗免投🔥近逢甲,7.0,1.0,1.0,0.0,獨立套房,5,7,,6700.0
台中市北區忠太西路,北區,忠太西路,🌝台水台電電梯大樓陽台獨洗曬子母車🌝,12.0,1.0,1.0,0.0,獨立套房,20,25,500元/月,8500.0
台中市西屯區國安二路,西屯區,國安二路,飯店式套房★獨洗陽台★流理台★可報稅補助,15.0,1.0,1.0,0.0,獨立套房,5,12,"1,000元/月",14500.0
台中市西屯區天水中街,西屯區,天水中街,陽台獨洗🔥子母車🔥飲水機🔥新屋,7.0,1.0,1.0,0.0,獨立套房,3,6,,9800.0
台中市北區進化北路,北區,進化北路,🌟小資首選🌟大間電梯很便宜🌟機能佳,6.0,1.0,1.0,0.0,獨立套房,3,8,700元/月,5800.0
台中市西區公益路124巷,西區,公益路,陽台/獨洗曬/子母車/飲水機/流理台,7.0,1.0,1.0,0.0,獨立套房,2,3,501元/月,12999.0
台中市西屯區寧夏西四街,西屯區,寧夏西四街,台電🔥電梯🔥子母車🔥陽台獨洗管理員,8.0,1.0,1.0,0.0,獨立套房,5,8,,9000.0
台中市北區英才路,北區,英才路,🌟百里最大間🌟陽台獨洗曬🌟機能及佳,15.0,1.0,1.0,0.0,獨立套房,2,5,"1,200元/月",12800.0
台中市西屯區國安二路,西屯區,國安二路,✨飯店式管理2房2衛含平車✨中科國安西屯,22.0,1.0,1.0,1.0,整層住家,3,22,"2,000元/月",21000.0
台中市南屯區大墩七街,南屯區,大墩七街,兩房.傢俱全.平面車位.可報稅近IKEA,20.0,2.0,1.0,2.0,整層住家,6,24,,36000.0
台中市北區青島路一段61巷,北區,青島路一段,健康爬梯套房★家具可談★北平商圈★開窗,8.0,1.0,1.0,0.0,獨立套房,5,6,無,5500.0
台中市中區成功路248巷,中區,成功路,台電🔥電梯🔥子母車🔥管理員🔥可貓,15.0,2.0,1.0,2.0,整層住家,8,8,,22500.0
台中市中區自由路二段,中區,自由路二段,電梯管理員.獨洗曬.台水電.可寵貓😺,10.0,1.0,1.0,0.0,獨立套房,6,11,450元/月,8800.0
台中市北屯區四平路,北屯區,四平路,🌈超級大間🌟沙發小客廳🌟陽台獨洗曬,9.0,1.0,1.0,0.0,獨立套房,2,6,"1,200元/月",10800.0
台中市西區忠誠街102巷,西區,忠誠街,超美裝潢🔥室內機車位🔥首月半價,7.0,0.0,0.0,0.0,車位,5,5,,10500.0
台中市北區太原八街,北區,太原八街,🌟大到你會怕🌟超強採光🌟陽台獨洗曬,13.0,1.0,1.0,0.0,獨立套房,4,5,"1,500元/月",10500.0
台中市北屯區后庄二街90號,北屯區,后庄二街,里長伯🔥好屋推薦｜兩房平車需自備傢俱｜,16.0,2.0,1.0,2.0,整層住家,8,11,,27000.0
台中市北區太原路二段,北區,太原路二段,順天獅子城🌷北區綠園道,15.66,2.0,1.0,2.0,整層住家,2,14,"1,298元/月",18000.0
台中市北區衛道路,北區,衛道路,陽台獨洗🔥子母車🔥機車位🔥大間,8.0,0.0,0.0,0.0,車位,2,2,501元/月,11999.0
台中市西屯區青海路二段,西屯區,青海路二段,#西屯#稀有四房🔥無敵大空間🔥可談,51.0,4.0,2.0,2.0,整層住家,3,13,"2,176元/月",30000.0
台中市南屯區精科路,南屯區,精科路,台中精科僅有1568坪全新廠辦大樓出租,1568.0,0.0,0.0,0.0,廠房、辦公,1,3,,2000000.0
台中市北屯區景和街,北屯區,景和街,可寵大4房🐶超大坪數🐱可合租可家庭牙,40.0,4.0,2.0,2.0,整層住家,4,5,"3,000元/月",25000.0
台中市北區成功路,北區,成功路,一中⭐新裝潢⭐可貓⭐可租補⭐電梯,10.0,1.0,1.0,0.0,獨立套房,3,7,無,10000.0
台中市南屯區益豐東街18號,南屯區,益豐東街,🌜銳宇GTI🌛稀有四大房可寵👌,48.0,4.0,4.0,2.0,整層住家,9,12,"10,330元/月",65000.0
台中市西屯區寧夏路,西屯區,寧夏路,【三加一房】家具全配💗可戶籍💗機械車,32.0,3.0,2.0,2.0,整層住家,7,10,"2,000元/月",28000.0
台中市西屯區文華路5巷8號之1,西屯區,文華路,★逢甲★僑光★博士村套房出租(5分鐘到校)限學生,4.0,1.0,1.0,0.0,住宅,1,3,,4000.0
台中市西屯區西屯路三段,西屯區,西屯路三段,全新建案✅報稅補助✅兩房兩衛✅質感系統櫃,30.0,2.0,2.0,2.0,整層住家,6,9,"2,000元/月",25000.0
台中市西屯區環中路二段1579號,西屯區,環中路二段,全新未住-含車不含管-標準正三房(平車),25.1,3.0,2.0,2.0,整層住家,18,29,,32679.0
台中市西區台灣大道二段311巷1弄28號,西區,台灣大道二段,勤美誠品全新裝潢高級建材兩房露臺戶休旅車,40.0,2.0,1.0,2.0,整層住家,2,10,,39000.0
台中市北屯區敦富路,北屯區,敦富路,🐶🐈可寵物三房傢俱電全配💖平面車位,25.0,3.0,1.0,2.0,整層住家,4,12,"3,000元/月",26000.0
台中市南屯區忠勇路,南屯區,忠勇路,品閣高樓2房平車採光很好,35.55,2.0,1.0,2.0,住宅,8,14,,23000.0
台中市南區台中路,南區,台中路,🏆秒殺大間🌟陽台獨洗曬🌟無敵採光,11.0,1.0,1.0,0.0,獨立套房,3,6,"1,000元/月",10800.0
台中市北屯區太原路三段,北屯區,太原路三段,無印風裝潢✨陽台獨洗🐱可貓生活機能佳,25.0,2.0,1.0,1.0,整層住家,10,16,"2,000元/月",24000.0
台中市東區自由路四段,東區,自由路四段,可乖寵汪汪🐎木地板裝潢🐖高樓層採光佳,35.0,3.0,2.0,2.0,整層住家,8,12,"3,000元/月",24500.0
台中市南區忠明南路867巷,南區,忠明南路,中興大⭐台電⭐陽台套房⭐新套房⭐電梯,10.0,1.0,1.0,0.0,獨立套房,4,7,"1,000元/月",9000.0
台中市北屯區遼陽北一街,北屯區,遼陽北一街,廣天宮三房#無時無刻保佑#租房明年買房,26.0,3.0,2.0,2.0,整層住家,6,7,"1,500元/月",19000.0
台中市西屯區合江街,西屯區,合江街,西屯全新大套🌟一房一廳一衛🌟台水電,20.0,1.0,1.0,0.0,獨立套房,9,12,"2,500元/月",23000.0
台中市西區忠誠街,西區,忠誠街,系統櫃🔥採光佳🔥子母車🔥陽台,8.0,1.0,1.0,0.0,獨立套房,2,5,,7700.0
台中市西區樂群街,西區,樂群街,🌈秒殺西區🌈高檔裝潢🌈獨洗🌈陽台,11.0,1.0,1.0,0.0,獨立套房,4,5,,9000.0
台中市北屯區崇德路二段,北屯區,崇德路二段,崇德文心寵物友善社區佛心屋主不拒寵物入住,29.4,1.0,1.0,1.0,整層住家,13,17,,22000.0
台中市西區自立街,西區,自立街,超稀有大套房#台電包水#陽台獨洗曬,15.0,1.0,1.0,0.0,獨立套房,3,4,無,13500.0
台中市西區民權路,西區,民權路,✨秒殺✨小資美房✨共洗窗曬✨子母車✨飲水機✨管理室,10.0,,,,住宅,4,15,1000,6500.0
台中市中區三民路二段,中區,三民路二段,🌵兩房含平車管🌵全配🌵生活機能佳,18.0,2.0,1.0,2.0,整層住家,11,11,,30000.0
台中市北屯區瀋陽路三段,北屯區,瀋陽路三段,崇德文心捷運宅#可貓咪#台水電三房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,300元/月",23500.0
台中市南區美村南路,南區,美村南路,台水電❤陽台獨洗❤一房一廳❤18坪大空間,18.0,1.0,1.0,0.0,獨立套房,4,5,,9000.0
台中市西屯區河南路一段,西屯區,河南路一段,地段好捷運旁✅商辦大空間✅車位好租管理員,45.54,0.0,0.0,0.0,辦公,6,12,"6,000元/月",29000.0
台中市北屯區中清路二段1250巷,北屯區,中清路二段,🌟全新完工🌟獨洗曬🌟一層兩戶流理臺,9.0,1.0,1.0,0.0,獨立套房,4,5,600元/月,8400.0
台中市南區大慶街一段,南區,大慶街一段,⭐全新大樓⭐正二大房⭐附車位⭐家俱全⭐,23.0,2.0,1.0,2.0,整層住家,4,12,"3,000元/月",26500.0
台中市西屯區漢成六街,西屯區,漢成六街,文心中清⭐小資省荷包⭐全新電梯⭐室內機車⭐共洗獨曬,12.0,1.0,1.0,1.0,住宅,5,8,,6000.0
台中市西屯區中平路,西屯區,中平路,超大空間⭐️陽台獨洗⭐️⭐️可租補報稅⭐逢甲水湳,17.0,1.0,1.0,1.0,住宅,8,9,1001,10999.0
台中市北屯區敦富路,北屯區,敦富路,🥏全新完工等您來🥏拎包入住尚舒適🥏,35.0,3.0,2.0,2.0,整層住家,2,12,"3,000元/月",26000.0
台中市北區崇德路一段,北區,崇德路一段,北區❤獨曬陽台❤垃圾子母車❤平價首選,8.0,1.0,1.0,0.0,獨立套房,4,6,"1,001元/月",4299.0
台中市南屯區大光街,南屯區,大光街,租金含車位/市中心三房/超值出租,35.0,3.0,2.0,2.0,整層住家,3,6,"2,000元/月",23000.0
台中市西屯區台灣大道四段,西屯區,台灣大道四段,中港首璽，溫馨全配一房一廳，可養寵禁菸,24.0,1.0,1.0,1.0,整層住家,3,26,"1,421元/月",17500.0
台中市北區永興街,北區,永興街,近中國醫~大套房~全新整理,12.0,1.0,1.0,0.0,獨立套房,2,5,,9000.0
台中市西屯區國安二路179號,西屯區,國安二路,*西屯W時代精緻裝潢正一房*含管車位,18.0,1.0,1.0,1.0,整層住家,9,22,,24000.0
台中市西屯區福上巷220弄1號,西屯區,福上巷,"整棟學生套房之202,302套房出租",6.0,1.0,1.0,0.0,分租套房,2,4,,5000.0
台中市西屯區玉門路132巷,西屯區,玉門路,中科東海好大間別墅,47.7,5.0,4.0,2.0,整層住家,1,4,無,43000.0
台中市西屯區光明路,西屯區,光明路,可貓🐱電梯🔥乾濕分離🔥採光佳,7.0,1.0,1.0,0.0,獨立套房,5,6,"1,001元/月",8999.0
台中市北區青島路一段,北區,青島路一段,可貓🔥一房一聽🔥子母車🔥陽台獨洗,12.0,1.0,1.0,0.0,獨立套房,2,6,,16000.0
台中市西屯區寶慶街33號,西屯區,寶慶街,近逢甲商圈/新光三越/新裝潢套房,8.0,1.0,1.0,0.0,分租套房,8,8,,11000.0
台中市西區美村路一段,西區,美村路一段,巨大空間✅陽台獨洗✅流理台✅子母車飲水機,15.0,1.0,1.0,0.0,獨立套房,2,3,"1,300元/月",11500.0
台中市南區復興路三段,南區,復興路三段,可寵🔥陽台獨洗🔥全新🔥多間可選🔥,8.0,1.0,1.0,0.0,獨立套房,7,8,501元/月,12999.0
台中市北區梅川西路四段211巷1號,北區,梅川西路四段,🌸近捷運站～梅川精美透天出租🌸,42.0,6.0,3.0,2.0,整層住家,1,2,無,31000.0
台中市北區博館路,北區,博館路,可貓✅乾溼分離✅機車位✅子母車✅陽台獨洗,15.0,1.0,1.0,0.0,獨立套房,2,3,"1,500元/月",12500.0
台中市北區進化路,北區,進化路,陽台🔥獨洗曬🔥子母車🔥大間,10.0,1.0,1.0,0.0,獨立套房,2,5,"1,001元/月",10999.0
台中市北屯區文心路四段67號,北屯區,文心路四段,中清文心口水湳/雙星4房/高樓層/附平車,53.0,4.0,2.0,2.0,整層住家,14,28,,33000.0
台中市北區大德街,北區,大德街,子母車🔥管理員🔥全新整理🔥獨洗,12.0,1.0,1.0,0.0,獨立套房,7,10,501元/月,9999.0
台中市西屯區福中六街,西屯區,福中六街,台中西屯世貿工業區電梯3房,18.0,3.0,2.0,2.0,整層住家,7,7,,20000.0
台中市南區復興路二段34號,南區,復興路二段,全新粉刷超大空間台水台電獨洗獨曬,15.0,1.0,1.0,1.0,整層住家,6,13,,10000.0
台中市北屯區大連路二段,北屯區,大連路二段,飲水機子母車電梯流理臺陽台獨洗,7.0,1.0,1.0,0.0,獨立套房,2,6,,8500.0
台中市北屯區環太東路,北屯區,環太東路,總太聚作全新豪華公設社區可貓精品兩房平車,30.0,2.0,1.0,2.0,整層住家,6,14,"2,000元/月",20000.0
台中市西屯區文華路,西屯區,文華路,❤️超便宜五房/絕對大空間/大陽台/台電,50.0,5.0,2.0,2.0,整層住家,13,15,"1,100元/月",30000.0
台中市西屯區福科路,西屯區,福科路,#西屯#中科#超大坪2層樓1+1房有平車,26.59,1.0,1.0,2.0,整層住家,3,4,無,20000.0
台中市東區進德路40巷,東區,進德路,一中❤流理臺❤垃圾子母車❤獨洗,10.0,1.0,1.0,0.0,獨立套房,1,3,"1,001元/月",5999.0
台中市北屯區景賢路,北屯區,景賢路,景觀視野好🔥含平車位/傢俱電全配🔥,30.0,3.0,2.0,2.0,整層住家,9,13,"3,000元/月",26999.0
台中市北區永興街,北區,永興街,整棟全新完工✨陽台獨洗✨系統裝潢✨手刀搶,14.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",7999.0
台中市北屯區太順路148號,北屯區,太順路,北屯#秒殺北歐裝潢2房全配附車#可戶籍,28.0,2.0,1.0,1.0,整層住家,2,12,"2,200元/月",22000.0
台中市北屯區遼寧路一段,北屯區,遼寧路一段,超新三房❤一點利市場❤可貓❤平車,35.0,3.0,2.0,2.0,整層住家,11,15,"3,016元/月",28000.0
台中市西屯區慶和街40號,西屯區,慶和街,近逢甲~共洗曬套房,4.0,1.0,1.0,0.0,獨立套房,3,4,,4500.0
台中市西屯區西屯路二段247號,西屯區,西屯路二段,『五星級』西屯質感水屋系統櫃家俱齊全,21.0,1.0,1.0,0.0,獨立套房,11,12,"1,960元/月",18000.0
台中市北區漢口路四段,北區,漢口路四段,整棟新蓋✨全新裝潢✨陽台獨洗流理台✨快搶,16.0,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",11999.0
台中市西屯區西屯路二段249巷,西屯區,西屯路二段,西屯#熊貓天下的最頂配#全新裝潢三房車位,24.0,3.0,2.0,2.0,整層住家,14,15,無,33000.0
台中市東區大公街,東區,大公街,超新💖衛浴開窗💖陽台獨洗💖近車站,11.0,1.0,1.0,0.0,獨立套房,2,8,"1,000元/月",7999.0
台中市北屯區四平路,北屯區,四平路,洲際球場旁洲際W高樓層2房平車附傢俱電,18.34,2.0,1.0,2.0,整層住家,21,23,,28000.0
台中市北區民權路417號,北區,民權路,全新裝潢景觀宅大2房.2廳.2衛.2陽台,45.0,2.0,2.0,2.0,整層住家,15,15,無,29999.0
台中市西屯區台灣大道三段72號,西屯區,台灣大道三段,雙捷運與BRT口。3+1房。屋況新。,45.0,4.0,2.0,2.0,整層住家,8,22,,29888.0
台中市北屯區松竹路二段177號,北屯區,松竹路二段,🌸北屯裝潢三房全配含管～可戶籍租補🌸,48.0,3.0,2.0,2.0,整層住家,2,15,,32000.0
台中市西屯區工業區一路58巷,西屯區,工業區一路,世貿東海漂亮整理大套房獨洗曬台水電,9.0,1.0,1.0,0.0,獨立套房,12,14,,8000.0
台中市西區忠勤街43巷2號,西區,忠勤街,美術館2房有陽台廚房~免管理費~可停機車,14.0,1.0,1.0,0.0,獨立套房,2,5,無,16600.0
台中市東區進化路,東區,進化路,全新❤️可寵陽台獨洗❤️報稅租屋補❤️烘碗機流理台,18.0,1.0,1.0,1.0,住宅,4,5,1000,17999.0
